Number	Family	Genus	Species	Latitude	Longitude	Alt	date
A52-20160704-173	Crambidae	Cydalima	Cydalima perspectalis	23.277222	120.917283	2234	20160704
A37-20131016-113	Erebidae	Parasiccia	Parasiccia maculata	24.53687	121.83858	278	20131016
A38-20140925-138	Erebidae	Parasiccia	Parasiccia maculata	23.955256	121.17201	1220	20140925
A32-20120523-019	Erebidae	Blasticorhinus	Blasticorhinus ussuriensis	24.273494	120.948004	1000	20120523
A46-20160705-013	Erebidae	Blasticorhinus	Blasticorhinus ussuriensis	23.266046	120.825008	1004	20160705
V12-20131128-042	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131128
V12-20131128-102	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131128
V12-20131128-103	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131128
V12-20131128-104	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131128
V12-20131128-105	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131128
V12-20131128-106	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131128
V12-20131128-107	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131128
V12-20131223-059	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131223
V12-20131223-060	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131223
V12-20131223-061	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131223
V12-20131223-062	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131223
V12-20131223-063	Drepanidae	Epipsestis	Epipsestis meilingchani	23.618729	120.928362	2300	20131223
A47-20151110-149	Drepanidae	Epipsestis	Epipsestis meilingchani	23.283033	120.919764	2082	20151110
A47-20151110-150	Drepanidae	Epipsestis	Epipsestis meilingchani	23.283033	120.919764	2082	20151110
V04-20130411-092	Erebidae	Argyarctia	Argyarctia fuscobasalis	24.257227	121.008787	2287	20130411
V12-20130528-096	Erebidae	Argyarctia	Argyarctia fuscobasalis	23.618729	120.928362	2300	20130528
A32-20120425-088	Erebidae	Adrapsa	Adrapsa simplex	24.273494	120.948004	1000	20120425
A32-20120523-015	Erebidae	Adrapsa	Adrapsa simplex	24.273494	120.948004	1000	20120523
V06-20130412-009	Erebidae	Adrapsa	Adrapsa simplex	24.576929	120.884343	100	20130412
A35-20130417-129	Erebidae	Adrapsa	Adrapsa simplex	24.41809	121.78984	245	20130417
A34-20130506-093	Erebidae	Adrapsa	Adrapsa simplex	24.81502	121.41285	670	20130506
V03-20130606-196	Erebidae	Adrapsa	Adrapsa simplex	23.619961	120.802242	1721	20130606
V03-20130606-197	Erebidae	Adrapsa	Adrapsa simplex	23.619961	120.802242	1721	20130606
A34-20130709-061	Erebidae	Adrapsa	Adrapsa simplex	24.81502	121.41285	670	20130709
V11-20130810-069	Erebidae	Adrapsa	Adrapsa simplex	23.058381	120.733335	1427	20130810
A34-20130902-034	Erebidae	Adrapsa	Adrapsa simplex	24.81502	121.41285	670	20130902
V13-20130928-087	Erebidae	Adrapsa	Adrapsa simplex	24.777422	121.502043	418	20130928
A35-20131015-016	Erebidae	Adrapsa	Adrapsa simplex	24.41809	121.78984	245	20131015
V13-20131102-110	Erebidae	Adrapsa	Adrapsa simplex	24.777422	121.502043	418	20131102
V03-20131103-103	Erebidae	Adrapsa	Adrapsa simplex	23.619961	120.802242	1721	20131103
V10-20140328-068	Erebidae	Adrapsa	Adrapsa simplex	23.665211	120.633595	296	20140328
A34-20140626-021	Erebidae	Adrapsa	Adrapsa simplex	24.81502	121.41285	670	20140626
A34-20140626-024	Erebidae	Adrapsa	Adrapsa subnotigera	24.81502	121.41285	670	20140626
A37-20140729-016	Erebidae	Adrapsa	Adrapsa simplex	24.53687	121.83858	278	20140729
A38-20140925-038	Erebidae	Adrapsa	Adrapsa simplex	23.955256	121.17201	1220	20140925
A35-20141116-028	Erebidae	Adrapsa	Adrapsa simplex	24.41809	121.78984	245	20141116
A38-20150518-005	Erebidae	Adrapsa	Adrapsa simplex	23.955256	121.17201	1220	20150518
A35-20150609-035	Erebidae	Adrapsa	Adrapsa simplex	24.41809	121.78984	245	20150609
A42-20150610-019	Erebidae	Adrapsa	Adrapsa simplex	24.460113	121.818841	51	20150610
A43-20151015-013	Erebidae	Adrapsa	Adrapsa simplex	24.31492	121.72523	549	20151015
A35-20160307-012	Erebidae	Adrapsa	Adrapsa simplex	24.41809	121.78984	245	20160307
A42-20160713-058	Erebidae	Adrapsa	Adrapsa simplex	24.460113	121.818841	51	20160713
V06-20130805-146	Noctuidae	Trichoplusia	Trichoplusia ni	24.576929	120.884343	100	20130805
A41-20140325-183	Crambidae	Paliga	Paliga schenklingi	23.956808	121.124291	1112	20140325
A32-20120725-100	Saturniidae	Antheraea	Antheraea formosana	24.273494	120.948004	1000	20120725
A32-20120725-101	Saturniidae	Antheraea	Antheraea formosana	24.273494	120.948004	1000	20120725
V14-20130428-177	Saturniidae	Antheraea	Antheraea formosana	23.712426	120.90843	1525	20130428
V11-20130508-096	Saturniidae	Antheraea	Antheraea formosana	23.058381	120.733335	1427	20130508
V15-20140425-117	Saturniidae	Antheraea	Antheraea formosana	23.690748	120.62233	161	20140425
A46-20150513-171	Saturniidae	Antheraea	Antheraea formosana	23.266046	120.825008	1004	20150513
A46-20150513-172	Saturniidae	Antheraea	Antheraea formosana	23.266046	120.825008	1004	20150513
A46-20150513-173	Saturniidae	Antheraea	Antheraea formosana	23.266046	120.825008	1004	20150513
A46-20160426-251	Saturniidae	Antheraea	Antheraea formosana	23.266046	120.825008	1004	20160426
V28-20160604-076	Saturniidae	Antheraea	Antheraea formosana	24.267956	120.781725	428	20160604
A48-20160222-119	Geometridae	Trichopteryx	Trichopteryx terranea	23.286559	120.897641	1900	20160222
A42-20140430-041	Erebidae	Bertula	Bertula abjudicalis	24.460113	121.818841	51	20140430
V12-20130528-070	Geometridae	Eupithecia	Eupithecia nuceistrigata	23.618729	120.928362	2300	20130528
V12-20130528-075	Geometridae	Eupithecia	Eupithecia nuceistrigata	23.618729	120.928362	2300	20130528
V12-20140413-078	Geometridae	Eupithecia	Eupithecia nuceistrigata	23.618729	120.928362	2300	20140413
A52-20151110-082	Geometridae	Eupithecia	Eupithecia nuceistrigata	23.277222	120.917283	2234	20151110
V12-20130910-056	Noctuidae	Amphipyra	Amphipyra shyrshana	23.618729	120.928362	2300	20130910
V12-20131223-047	Noctuidae	Amphipyra	Amphipyra shyrshana	23.618729	120.928362	2300	20131223
V12-20131223-048	Noctuidae	Amphipyra	Amphipyra shyrshana	23.618729	120.928362	2300	20131223
A37-20131016-086	Crambidae	Botyodes	Botyodes caldusalis	24.53687	121.83858	278	20131016
V06-20131101-088	Crambidae	Botyodes	Botyodes caldusalis	24.576929	120.884343	100	20131101
V13-20141018-085	Crambidae	Botyodes	Botyodes caldusalis	24.777422	121.502043	418	20141018
V24-20160109-032	Crambidae	Botyodes	Botyodes caldusalis	22.887435	120.738201	1041	20160109
A35-20160307-159	Crambidae	Botyodes	Botyodes caldusalis	24.41809	121.78984	245	20160307
A43-20160308-221	Crambidae	Botyodes	Botyodes caldusalis	24.31492	121.72523	549	20160308
A43-20160503-222	Crambidae	Botyodes	Botyodes caldusalis	24.31492	121.72523	549	20160503
A43-20160713-098	Crambidae	Botyodes	Botyodes caldusalis	24.31492	121.72523	549	20160713
V14-20130428-103	Notodontidae	Stauropus	Stauropus sikkimensis lushanus	23.712426	120.90843	1525	20130428
V12-20131028-062	Notodontidae	Stauropus	Stauropus sikkimensis lushanus	23.618729	120.928362	2300	20131028
V03-20141027-067	Notodontidae	Stauropus	Stauropus sikkimensis lushanus	23.619961	120.802242	1721	20141027
A52-20151110-269	Notodontidae	Stauropus	Stauropus sikkimensis lushanus	23.277222	120.917283	2234	20151110
A38-20140728-060	Geometridae	Monocerotesa	Monocerotesa abraxides	23.955256	121.17201	1220	20140728
A38-20140925-095	Geometridae	Monocerotesa	Monocerotesa abraxides	23.955256	121.17201	1220	20140925
A46-20150513-070	Geometridae	Monocerotesa	Monocerotesa abraxides	23.266046	120.825008	1004	20150513
A38-20150518-123	Geometridae	Monocerotesa	Monocerotesa abraxides	23.955256	121.17201	1220	20150518
A46-20160426-237	Geometridae	Monocerotesa	Monocerotesa abraxides	23.266046	120.825008	1004	20160426
A52-20151110-124	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	23.277222	120.917283	2234	20151110
A52-20151110-125	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	23.277222	120.917283	2234	20151110
A52-20151110-126	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	23.277222	120.917283	2234	20151110
A48-20160222-120	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	23.286559	120.897641	1900	20160222
A43-20160308-132	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	24.31492	121.72523	549	20160308
A43-20160308-133	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	24.31492	121.72523	549	20160308
A48-20160425-127	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	23.286559	120.897641	1900	20160425
A48-20160601-070	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	23.286559	120.897641	1900	20160601
A48-20160601-072	Geometridae	Myrioblephara	Myrioblephara simplaria simplaria	23.286559	120.897641	1900	20160601
A38-20130416-066	Erebidae	Eilema	Eilema postimaculosa	23.955256	121.17201	1220	20130416
A34-20140428-084	Erebidae	Eilema	Eilema postimaculosa	24.81502	121.41285	670	20140428
A34-20140428-085	Erebidae	Eilema	Eilema postimaculosa	24.81502	121.41285	670	20140428
A46-20160426-071	Erebidae	Eilema	Eilema postimaculosa	23.266046	120.825008	1004	20160426
V17-20140816-041	Geometridae	Agaraeus	Agaraeus discolor	22.967711	120.68557	750	20140816
A46-20151111-161	Geometridae	Agaraeus	Agaraeus discolor	23.266046	120.825008	1004	20151111
A43-20160713-065	Geometridae	Agaraeus	Agaraeus discolor	24.31492	121.72523	549	20160713
V02-20131201-046	Noctuidae	Sesamia	Sesamia nigropunctata	24.051142	120.780668	312	20131201
V15-20140222-005	Noctuidae	Sesamia	Sesamia nigropunctata	23.690748	120.62233	161	20140222
A41-20140325-018	Noctuidae	Sesamia	Sesamia nigropunctata	23.956808	121.124291	1112	20140325
V07-20141219-003	Noctuidae	Sesamia	Sesamia nigropunctata	24.22315	120.762824	390	20141219
V10-20141220-017	Noctuidae	Sesamia	Sesamia nigropunctata	23.665211	120.633595	296	20141220
V15-20150117-005	Noctuidae	Sesamia	Sesamia nigropunctata	23.690748	120.62233	161	20150117
A35-20150212-034	Noctuidae	Sesamia	Sesamia nigropunctata	24.41809	121.78984	245	20150212
V19-20150417-078	Noctuidae	Sesamia	Sesamia nigropunctata	25.157501	121.511441	517	20150417
V15-20150418-043	Noctuidae	Sesamia	Sesamia nigropunctata	23.690748	120.62233	161	20150418
A37-20160309-026	Noctuidae	Sesamia	Sesamia nigropunctata	24.53687	121.83858	278	20160309
V02-20130801-051	Erebidae	Calesia	Calesia dasypterus	24.051142	120.780668	312	20130801
V02-20130930-091	Erebidae	Calesia	Calesia dasypterus	24.051142	120.780668	312	20130930
V02-20130930-092	Erebidae	Calesia	Calesia dasypterus	24.051142	120.780668	312	20130930
V07-20131108-010	Erebidae	Calesia	Calesia dasypterus	24.22315	120.762824	390	20131108
V07-20140704-038	Erebidae	Calesia	Calesia dasypterus	24.22315	120.762824	390	20140704
V02-20140721-030	Erebidae	Calesia	Calesia dasypterus	24.051142	120.780668	312	20140721
V02-20140721-031	Erebidae	Calesia	Calesia dasypterus	24.051142	120.780668	312	20140721
V13-20140725-025	Erebidae	Calesia	Calesia dasypterus	24.777422	121.502043	418	20140725
V10-20140730-016	Erebidae	Calesia	Calesia dasypterus	23.665211	120.633595	296	20140730
V15-20140823-009	Erebidae	Calesia	Calesia dasypterus	23.690748	120.62233	161	20140823
V17-20141004-004	Erebidae	Calesia	Calesia dasypterus	22.967711	120.68557	750	20141004
V07-20141024-012	Erebidae	Calesia	Calesia dasypterus	24.22315	120.762824	390	20141024
V18-20150414-003	Erebidae	Calesia	Calesia dasypterus	24.175736	120.791587	532	20150414
V18-20150610-007	Erebidae	Calesia	Calesia dasypterus	24.175736	120.791587	532	20150610
V23-20150619-012	Erebidae	Calesia	Calesia dasypterus	24.23196	120.73736	302	20150619
V15-20150717-008	Erebidae	Calesia	Calesia dasypterus	23.690748	120.62233	161	20150717
V23-20150811-018	Erebidae	Calesia	Calesia dasypterus	24.23196	120.73736	302	20150811
V17-20150912-023	Erebidae	Calesia	Calesia dasypterus	22.967711	120.68557	750	20150912
V23-20151016-016	Erebidae	Calesia	Calesia dasypterus	24.23196	120.73736	302	20151016
V28-20160408-013	Erebidae	Calesia	Calesia dasypterus	24.267956	120.781725	428	20160408
V04-20140721-032	Geometridae	Heterostegania	Heterostegania lunulosa	24.257227	121.008787	2287	20140721
V04-20140721-034	Geometridae	Heterostegania	Heterostegania lunulosa	24.257227	121.008787	2287	20140721
V04-20140721-120	Geometridae	Heterostegania	Heterostegania lunulosa	24.257227	121.008787	2287	20140721
V04-20150920-112	Geometridae	Heterostegania	Heterostegania lunulosa	24.257227	121.008787	2287	20150920
A52-20151110-142	Geometridae	Hypochrosis	Hypochrosis insularis	23.277222	120.917283	2234	20151110
A37-20160504-196	Crambidae	Elophila	Elophila nigralbalis	24.53687	121.83858	278	20160504
V05-20150116-015	Noctuidae	Taivaleria	Taivaleria rubrifasciata	25.154885	121.504001	310	20150116
A35-20130417-133	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20130417
A35-20130805-014	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20130805
A35-20130805-016	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20130805
A35-20130805-017	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20130805
V02-20131201-065	Erebidae	Parolulis	Parolulis renalis	24.051142	120.780668	312	20131201
A35-20140728-035	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20140728
V10-20140822-032	Erebidae	Parolulis	Parolulis renalis	23.665211	120.633595	296	20140822
A35-20140923-026	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20140923
V23-20150515-014	Erebidae	Parolulis	Parolulis renalis	24.23196	120.73736	302	20150515
A35-20150609-039	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20150609
A35-20150609-040	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20150609
A43-20160503-039	Erebidae	Parolulis	Parolulis renalis	24.31492	121.72523	549	20160503
A43-20160503-040	Erebidae	Parolulis	Parolulis renalis	24.31492	121.72523	549	20160503
A37-20160504-013	Erebidae	Parolulis	Parolulis renalis	24.53687	121.83858	278	20160504
V18-20160506-022	Erebidae	Parolulis	Parolulis renalis	24.175736	120.791587	532	20160506
A52-20160704-051	Erebidae	Parolulis	Parolulis renalis	23.277222	120.917283	2234	20160704
A35-20160712-074	Erebidae	Parolulis	Parolulis renalis	24.41809	121.78984	245	20160712
A37-20160714-061	Erebidae	Parolulis	Parolulis renalis	24.53687	121.83858	278	20160714
A41-20140325-087	Geometridae	Mnesiloba	Mnesiloba dentifascia	23.956808	121.124291	1112	20140325
A46-20150128-064	Geometridae	Mnesiloba	Mnesiloba dentifascia	23.266046	120.825008	1004	20150128
A43-20150408-074	Geometridae	Mnesiloba	Mnesiloba dentifascia	24.31492	121.72523	549	20150408
A35-20150409-121	Geometridae	Mnesiloba	Mnesiloba dentifascia	24.41809	121.78984	245	20150409
B28-20131017-007	Noctuidae	Antha	Antha grata	24.102872	121.607033	27	20131017
A38-20140325-008	Noctuidae	Antha	Antha grata	23.955256	121.17201	1220	20140325
V17-20140412-031	Noctuidae	Antha	Antha grata	22.967711	120.68557	750	20140412
V19-20150612-089	Noctuidae	Antha	Antha grata	25.157501	121.511441	517	20150612
V06-20150612-038	Noctuidae	Antha	Antha grata	24.576929	120.884343	100	20150612
A46-20160705-069	Noctuidae	Antha	Antha grata	23.266046	120.825008	1004	20160705
A35-20130605-047	Noctuidae	Trisuloides	Trisuloides sericea	24.41809	121.78984	245	20130605
V13-20130608-007	Noctuidae	Trisuloides	Trisuloides sericea	24.777422	121.502043	418	20130608
V13-20130608-008	Noctuidae	Trisuloides	Trisuloides sericea	24.777422	121.502043	418	20130608
V13-20131102-112	Noctuidae	Trisuloides	Trisuloides sericea	24.777422	121.502043	418	20131102
A34-20131105-001	Noctuidae	Trisuloides	Trisuloides sericea	24.81502	121.41285	670	20131105
A34-20131105-002	Noctuidae	Trisuloides	Trisuloides sericea	24.81502	121.41285	670	20131105
A34-20131105-003	Noctuidae	Trisuloides	Trisuloides sericea	24.81502	121.41285	670	20131105
A34-20131105-004	Noctuidae	Trisuloides	Trisuloides sericea	24.81502	121.41285	670	20131105
M13-20140429-107	Noctuidae	Trisuloides	Trisuloides sericea	24.753067	121.612447	644	20140429
V05-20140525-052	Noctuidae	Trisuloides	Trisuloides sericea	25.154885	121.504001	310	20140525
V05-20140525-053	Noctuidae	Trisuloides	Trisuloides sericea	25.154885	121.504001	310	20140525
V05-20140525-054	Noctuidae	Trisuloides	Trisuloides sericea	25.154885	121.504001	310	20140525
V13-20140725-082	Noctuidae	Trisuloides	Trisuloides sericea	24.777422	121.502043	418	20140725
V17-20140924-037	Noctuidae	Trisuloides	Trisuloides sericea	22.967711	120.68557	750	20140924
V17-20141004-023	Noctuidae	Trisuloides	Trisuloides sericea	22.967711	120.68557	750	20141004
V17-20141004-024	Noctuidae	Trisuloides	Trisuloides sericea	22.967711	120.68557	750	20141004
V13-20141018-068	Noctuidae	Trisuloides	Trisuloides sericea	24.777422	121.502043	418	20141018
A44-20141021-025	Noctuidae	Trisuloides	Trisuloides sericea	24.506875	121.11431	2098	20141021
A35-20141116-102	Noctuidae	Trisuloides	Trisuloides sericea	24.41809	121.78984	245	20141116
V17-20150131-006	Noctuidae	Trisuloides	Trisuloides sericea	22.967711	120.68557	750	20150131
V17-20150502-019	Noctuidae	Trisuloides	Trisuloides sericea	22.967711	120.68557	750	20150502
V17-20150606-060	Noctuidae	Trisuloides	Trisuloides sericea	22.967711	120.68557	750	20150606
A43-20150611-136	Noctuidae	Trisuloides	Trisuloides sericea	24.31492	121.72523	549	20150611
A43-20150611-137	Noctuidae	Trisuloides	Trisuloides sericea	24.31492	121.72523	549	20150611
A43-20150611-138	Noctuidae	Trisuloides	Trisuloides sericea	24.31492	121.72523	549	20150611
A43-20150611-139	Noctuidae	Trisuloides	Trisuloides sericea	24.31492	121.72523	549	20150611
A34-20151006-011	Noctuidae	Trisuloides	Trisuloides sugii	24.81502	121.41285	670	20151006
A34-20151006-012	Noctuidae	Trisuloides	Trisuloides sugii	24.81502	121.41285	670	20151006
V24-20160109-034	Noctuidae	Trisuloides	Trisuloides sericea	22.887435	120.738201	1041	20160109
V24-20160514-017	Noctuidae	Trisuloides	Trisuloides sericea	22.887435	120.738201	1041	20160514
V24-20160514-018	Noctuidae	Trisuloides	Trisuloides sericea	22.887435	120.738201	1041	20160514
V13-20130928-062	Nolidae	Hylophilodes	Hylophilodes esakii	24.777422	121.502043	418	20130928
A37-20150812-089	Nolidae	Hylophilodes	Hylophilodes esakii	24.53687	121.83858	278	20150812
V14-20130428-168	Erebidae	Mecodina	Mecodina subcostalis	23.712426	120.90843	1525	20130428
V03-20130708-044	Erebidae	Mecodina	Mecodina subcostalis	23.619961	120.802242	1721	20130708
V10-20131004-013	Erebidae	Mecodina	Mecodina subcostalis	23.665211	120.633595	296	20131004
B28-20131017-004	Erebidae	Mecodina	Mecodina subcostalis	24.102872	121.607033	27	20131017
V03-20131103-045	Erebidae	Mecodina	Mecodina subcostalis	23.619961	120.802242	1721	20131103
V10-20140328-012	Erebidae	Mecodina	Mecodina subcostalis	23.665211	120.633595	296	20140328
V10-20140530-011	Erebidae	Mecodina	Mecodina subcostalis	23.665211	120.633595	296	20140530
V05-20141017-047	Erebidae	Mecodina	Mecodina subcostalis	25.154885	121.504001	310	20141017
V15-20141121-006	Erebidae	Mecodina	Mecodina subcostalis	23.690748	120.62233	161	20141121
V03-20150226-025	Erebidae	Mecodina	Mecodina subcostalis	23.619961	120.802242	1721	20150226
V15-20150321-013	Erebidae	Mecodina	Mecodina subcostalis	23.690748	120.62233	161	20150321
V03-20150422-002	Erebidae	Mecodina	Mecodina subcostalis	23.619961	120.802242	1721	20150422
A47-20150512-005	Erebidae	Mecodina	Mecodina subcostalis	23.283033	120.919764	2082	20150512
A48-20150512-015	Erebidae	Mecodina	Mecodina subcostalis	23.286559	120.897641	1900	20150512
A47-20160425-006	Erebidae	Mecodina	Mecodina subcostalis	23.283033	120.919764	2082	20160425
A52-20160601-018	Erebidae	Mecodina	Mecodina subcostalis	23.277222	120.917283	2234	20160601
A48-20160601-211	Erebidae	Mecodina	Mecodina subcostalis	23.286559	120.897641	1900	20160601
A35-20160712-054	Erebidae	Ericeia	Ericeia pertendens	24.41809	121.78984	245	20160712
A35-20160712-055	Erebidae	Ericeia	Ericeia subcinerea	24.41809	121.78984	245	20160712
V03-20130409-089	Geometridae	Perixera	Perixera absconditaria absconditaria	23.619961	120.802242	1721	20130409
A42-20130419-003	Geometridae	Perixera	Perixera absconditaria absconditaria	24.460113	121.818841	51	20130419
V13-20130428-008	Geometridae	Perixera	Perixera absconditaria absconditaria	24.777422	121.502043	418	20130428
V12-20130628-056	Geometridae	Perixera	Perixera absconditaria absconditaria	23.618729	120.928362	2300	20130628
V12-20130628-057	Geometridae	Perixera	Perixera absconditaria absconditaria	23.618729	120.928362	2300	20130628
V03-20140102-016	Geometridae	Perixera	Perixera absconditaria absconditaria	23.619961	120.802242	1721	20140102
V17-20140322-041	Geometridae	Perixera	Perixera absconditaria absconditaria	22.967711	120.68557	750	20140322
A41-20140325-071	Geometridae	Perixera	Perixera absconditaria absconditaria	23.956808	121.124291	1112	20140325
A41-20140325-072	Geometridae	Perixera	Perixera absconditaria absconditaria	23.956808	121.124291	1112	20140325
M13-20140429-040	Geometridae	Perixera	Perixera absconditaria absconditaria	24.753067	121.612447	644	20140429
V17-20140503-053	Geometridae	Perixera	Perixera absconditaria absconditaria	22.967711	120.68557	750	20140503
A38-20140728-045	Geometridae	Perixera	Perixera absconditaria absconditaria	23.955256	121.17201	1220	20140728
V18-20150610-047	Geometridae	Perixera	Perixera absconditaria absconditaria	24.175736	120.791587	532	20150610
A47-20160425-068	Geometridae	Perixera	Perixera absconditaria absconditaria	23.283033	120.919764	2082	20160425
V18-20160506-112	Geometridae	Perixera	Perixera absconditaria absconditaria	24.175736	120.791587	532	20160506
V24-20160514-073	Geometridae	Perixera	Perixera absconditaria absconditaria	22.887435	120.738201	1041	20160514
A46-20160705-248	Geometridae	Perixera	Perixera absconditaria absconditaria	23.266046	120.825008	1004	20160705
A46-20160705-249	Geometridae	Perixera	Perixera absconditaria absconditaria	23.266046	120.825008	1004	20160705
A32-20111024-007	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	24.273494	120.948004	1000	20111024
V07-20130412-042	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	24.22315	120.762824	390	20130412
A41-20140206-015	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	23.956808	121.124291	1112	20140206
V02-20140303-018	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	24.051142	120.780668	312	20140303
V17-20140322-031	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	22.967711	120.68557	750	20140322
V05-20140525-034	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	25.154885	121.504001	310	20140525
V07-20140704-045	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	24.22315	120.762824	390	20140704
V05-20140718-036	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	25.154885	121.504001	310	20140718
A46-20150513-051	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	23.266046	120.825008	1004	20150513
A46-20160119-044	Noctuidae	Ctenoplusia	Ctenoplusia furcifera furcifera	23.266046	120.825008	1004	20160119
V13-20130928-075	Notodontidae	Disparia	Disparia wilemani	24.777422	121.502043	418	20130928
V17-20140924-054	Notodontidae	Disparia	Disparia wilemani	22.967711	120.68557	750	20140924
A38-20140925-120	Geometridae	Pylargosceles	Pylargosceles steganioides limbaria	23.955256	121.17201	1220	20140925
A35-20150212-059	Geometridae	Pylargosceles	Pylargosceles steganioides limbaria	24.41809	121.78984	245	20150212
A42-20151210-060	Geometridae	Pylargosceles	Pylargosceles steganioides limbaria	24.460113	121.818841	51	20151210
A42-20160503-068	Geometridae	Pylargosceles	Pylargosceles steganioides limbaria	24.460113	121.818841	51	20160503
A37-20160504-129	Geometridae	Pylargosceles	Pylargosceles steganioides limbaria	24.53687	121.83858	278	20160504
A35-20160712-023	Geometridae	Pylargosceles	Pylargosceles steganioides limbaria	24.41809	121.78984	245	20160712
A34-20130506-034	Geometridae	Perixera	Perixera absconditaria absconditaria	24.81502	121.41285	670	20130506
V03-20140102-017	Geometridae	Cyclophora	Cyclophora effeminata	23.619961	120.802242	1721	20140102
A35-20140923-107	Geometridae	Cyclophora	Cyclophora effeminata	24.41809	121.78984	245	20140923
A34-20130506-014	Erebidae	Hypena	Hypena perspicua	24.81502	121.41285	670	20130506
A34-20130506-091	Erebidae	Hypena	Hypena perspicua	24.81502	121.41285	670	20130506
V03-20130510-190	Erebidae	Hypena	Hypena perspicua	23.619961	120.802242	1721	20130510
V03-20130510-192	Erebidae	Hypena	Hypena perspicua	23.619961	120.802242	1721	20130510
V12-20130528-156	Erebidae	Hypena	Hypena perspicua	23.618729	120.928362	2300	20130528
V03-20130606-019	Erebidae	Hypena	Hypena perspicua	23.619961	120.802242	1721	20130606
A38-20130610-005	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20130610
V11-20130706-043	Erebidae	Hypena	Hypena perspicua	23.058381	120.733335	1427	20130706
A34-20130709-063	Erebidae	Hypena	Hypena perspicua	24.81502	121.41285	670	20130709
A38-20130805-019	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20130805
V11-20130810-081	Erebidae	Hypena	Hypena perspicua	23.058381	120.733335	1427	20130810
A38-20131001-026	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20131001
A38-20131001-027	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20131001
A38-20140206-014	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20140206
A38-20140325-014	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20140325
A41-20140325-028	Erebidae	Hypena	Hypena perspicua	23.956808	121.124291	1112	20140325
V10-20140328-046	Erebidae	Hypena	Hypena perspicua	23.665211	120.633595	296	20140328
V10-20140328-047	Erebidae	Hypena	Hypena perspicua	23.665211	120.633595	296	20140328
V04-20140425-096	Erebidae	Hypena	Hypena perspicua	24.257227	121.008787	2287	20140425
A38-20140728-030	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20140728
V04-20140816-054	Erebidae	Hypena	Hypena perspicua	24.257227	121.008787	2287	20140816
V03-20140917-012	Erebidae	Hypena	Hypena perspicua	23.619961	120.802242	1721	20140917
A38-20140925-029	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20140925
A38-20140925-030	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20140925
A38-20141120-004	Erebidae	Hypena	Hypena perspicua	23.955256	121.17201	1220	20141120
