Number	Family	Genus	Species	Latitude	Longitude	Alt	date
B29-20131018-031	Nolidae	Characoma	Characoma glaucopasta	23.96584	121.493076	168	20131018
A46-20150128-137	Nolidae	Characoma	Characoma glaucopasta	23.266046	120.825008	1004	20150128
A46-20160223-076	Nolidae	Characoma	Characoma glaucopasta	23.266046	120.825008	1004	20160223
A32-20110927-045	Geometridae	Fascellina	Fascellina chromataria	24.273494	120.948004	1000	20110927
A32-20120523-087	Geometridae	Fascellina	Fascellina chromataria	24.273494	120.948004	1000	20120523
A32-20120725-022	Geometridae	Fascellina	Fascellina chromataria	24.273494	120.948004	1000	20120725
A32-20120830-068	Geometridae	Fascellina	Fascellina chromataria	24.273494	120.948004	1000	20120830
A34-20130313-006	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20130313
V02-20130407-044	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20130407
V02-20130407-045	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20130407
V10-20130413-024	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20130413
V10-20130413-025	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20130413
V10-20130413-036	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20130413
V11-20130414-055	Geometridae	Fascellina	Fascellina chromataria	23.058381	120.733335	1427	20130414
A34-20130506-021	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20130506
V11-20130508-032	Geometridae	Fascellina	Fascellina chromataria	23.058381	120.733335	1427	20130508
V09-20130601-018	Geometridae	Fascellina	Fascellina chromataria	24.145417	120.557194	83	20130601
A35-20130605-067	Geometridae	Fascellina	Fascellina chromataria	24.41809	121.78984	245	20130605
V03-20130606-103	Geometridae	Fascellina	Fascellina chromataria	23.619961	120.802242	1721	20130606
V07-20130607-007	Geometridae	Fascellina	Fascellina chromataria	24.22315	120.762824	390	20130607
V08-20130607-013	Geometridae	Fascellina	Fascellina chromataria	24.252418	120.763478	506	20130607
V08-20130607-014	Geometridae	Fascellina	Fascellina chromataria	24.252418	120.763478	506	20130607
V11-20130608-024	Geometridae	Fascellina	Fascellina chromataria	23.058381	120.733335	1427	20130608
V10-20130608-011	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20130608
V10-20130608-012	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20130608
V10-20130608-013	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20130608
V10-20130608-014	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20130608
V13-20130608-037	Geometridae	Fascellina	Fascellina chromataria	24.777422	121.502043	418	20130608
V13-20130608-039	Geometridae	Fascellina	Fascellina chromataria	24.777422	121.502043	418	20130608
V13-20130608-041	Geometridae	Fascellina	Fascellina chromataria	24.777422	121.502043	418	20130608
V13-20130608-042	Geometridae	Fascellina	Fascellina chromataria	24.777422	121.502043	418	20130608
A38-20130610-012	Geometridae	Fascellina	Fascellina chromataria	23.955256	121.17201	1220	20130610
V02-20130801-083	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20130801
A38-20130805-058	Geometridae	Fascellina	Fascellina chromataria	23.955256	121.17201	1220	20130805
A37-20130806-037	Geometridae	Fascellina	Fascellina chromataria	24.53687	121.83858	278	20130806
A39-20130807-027	Geometridae	Fascellina	Fascellina chromataria	24.55732	121.54372	85	20130807
V05-20130809-023	Geometridae	Fascellina	Fascellina chromataria	25.154885	121.504001	310	20130809
V11-20130810-034	Geometridae	Fascellina	Fascellina chromataria	23.058381	120.733335	1427	20130810
A34-20130902-146	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20130902
A34-20130902-147	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20130902
V10-20130906-003	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20130906
V11-20130907-011	Geometridae	Fascellina	Fascellina chromataria	23.058381	120.733335	1427	20130907
V13-20130928-009	Geometridae	Fascellina	Fascellina chromataria	24.777422	121.502043	418	20130928
V13-20130928-010	Geometridae	Fascellina	Fascellina chromataria	24.777422	121.502043	418	20130928
V13-20130928-011	Geometridae	Fascellina	Fascellina chromataria	24.777422	121.502043	418	20130928
V13-20130928-012	Geometridae	Fascellina	Fascellina chromataria	24.777422	121.502043	418	20130928
A38-20131001-058	Geometridae	Fascellina	Fascellina chromataria	23.955256	121.17201	1220	20131001
A38-20131001-059	Geometridae	Fascellina	Fascellina chromataria	23.955256	121.17201	1220	20131001
V02-20131201-014	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20131201
V11-20131201-019	Geometridae	Fascellina	Fascellina chromataria	23.058381	120.733335	1427	20131201
A34-20140226-058	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20140226
V15-20140327-056	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20140327
V10-20140328-092	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140328
V10-20140328-093	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140328
V17-20140412-052	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20140412
V17-20140412-053	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20140412
V04-20140425-111	Geometridae	Fascellina	Fascellina chromataria	24.257227	121.008787	2287	20140425
V15-20140425-048	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20140425
V15-20140425-049	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20140425
V15-20140425-050	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20140425
V02-20140501-098	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20140501
V02-20140501-099	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20140501
V08-20140503-020	Geometridae	Fascellina	Fascellina chromataria	24.252418	120.763478	506	20140503
V17-20140503-027	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20140503
V05-20140525-072	Geometridae	Fascellina	Fascellina chromataria	25.154885	121.504001	310	20140525
V10-20140530-043	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-044	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-045	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-046	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-047	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-048	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-049	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-050	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-051	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-052	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-053	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-054	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-055	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V10-20140530-056	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140530
V15-20140531-019	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20140531
V17-20140607-058	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20140607
A34-20140626-056	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20140626
V07-20140704-056	Geometridae	Fascellina	Fascellina chromataria	24.22315	120.762824	390	20140704
V17-20140705-011	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20140705
V08-20140719-024	Geometridae	Fascellina	Fascellina chromataria	24.252418	120.763478	506	20140719
V08-20140719-026	Geometridae	Fascellina	Fascellina chromataria	24.252418	120.763478	506	20140719
V04-20140721-107	Geometridae	Fascellina	Fascellina chromataria	24.257227	121.008787	2287	20140721
V04-20140721-108	Geometridae	Fascellina	Fascellina chromataria	24.257227	121.008787	2287	20140721
V02-20140721-063	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20140721
V02-20140721-064	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20140721
A35-20140728-053	Geometridae	Fascellina	Fascellina chromataria	24.41809	121.78984	245	20140728
A38-20140728-053	Geometridae	Fascellina	Fascellina chromataria	23.955256	121.17201	1220	20140728
A37-20140729-033	Geometridae	Fascellina	Fascellina chromataria	24.53687	121.83858	278	20140729
V10-20140730-071	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140730
V10-20140730-072	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140730
V10-20140730-074	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140730
V10-20140730-075	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140730
V10-20140730-076	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140730
V10-20140730-077	Geometridae	Fascellina	Fascellina chromataria	23.665211	120.633595	296	20140730
A34-20140826-050	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20140826
A42-20140922-021	Geometridae	Fascellina	Fascellina chromataria	24.460113	121.818841	51	20140922
A40-20140924-124	Geometridae	Fascellina	Fascellina chromataria	24.3208	121.7209	280	20140924
A40-20140924-125	Geometridae	Fascellina	Fascellina chromataria	24.3208	121.7209	280	20140924
V15-20140926-028	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20140926
V02-20141022-045	Geometridae	Fascellina	Fascellina chromataria	24.051142	120.780668	312	20141022
V15-20150321-051	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20150321
V15-20150321-052	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20150321
V22-20150329-018	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20150329
V22-20150329-019	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20150329
V17-20150411-056	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20150411
V17-20150411-057	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20150411
V22-20150424-034	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20150424
V20-20150515-011	Geometridae	Fascellina	Fascellina chromataria	24.617738	120.914902	37	20150515
V20-20150515-069	Geometridae	Fascellina	Fascellina chromataria	24.617738	120.914902	37	20150515
V15-20150516-028	Geometridae	Fascellina	Fascellina chromataria	23.690748	120.62233	161	20150516
V18-20150610-044	Geometridae	Fascellina	Fascellina chromataria	24.175736	120.791587	532	20150610
A43-20150611-095	Geometridae	Fascellina	Fascellina chromataria	24.31492	121.72523	549	20150611
V19-20150612-079	Geometridae	Fascellina	Fascellina chromataria	25.157501	121.511441	517	20150612
V06-20150612-056	Geometridae	Fascellina	Fascellina chromataria	24.576929	120.884343	100	20150612
V23-20150726-030	Geometridae	Fascellina	Fascellina chromataria	24.23196	120.73736	302	20150726
V17-20150801-064	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20150801
A35-20150811-142	Geometridae	Fascellina	Fascellina chromataria	24.41809	121.78984	245	20150811
V19-20150820-067	Geometridae	Fascellina	Fascellina chromataria	25.157501	121.511441	517	20150820
V19-20150911-053	Geometridae	Fascellina	Fascellina chromataria	25.157501	121.511441	517	20150911
V19-20150911-054	Geometridae	Fascellina	Fascellina chromataria	25.157501	121.511441	517	20150911
V19-20150911-055	Geometridae	Fascellina	Fascellina chromataria	25.157501	121.511441	517	20150911
V17-20150912-036	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20150912
V17-20150912-037	Geometridae	Fascellina	Fascellina chromataria	22.967711	120.68557	750	20150912
V04-20150920-109	Geometridae	Fascellina	Fascellina chromataria	24.257227	121.008787	2287	20150920
A37-20151016-113	Geometridae	Fascellina	Fascellina chromataria	24.53687	121.83858	278	20151016
A37-20151016-114	Geometridae	Fascellina	Fascellina chromataria	24.53687	121.83858	278	20151016
A34-20151209-058	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20151209
A34-20151209-059	Geometridae	Fascellina	Fascellina chromataria	24.81502	121.41285	670	20151209
A35-20160111-120	Geometridae	Fascellina	Fascellina chromataria	24.41809	121.78984	245	20160111
A46-20160223-124	Geometridae	Fascellina	Fascellina chromataria	23.266046	120.825008	1004	20160223
A35-20160307-139	Geometridae	Fascellina	Fascellina chromataria	24.41809	121.78984	245	20160307
A42-20160308-057	Geometridae	Fascellina	Fascellina chromataria	24.460113	121.818841	51	20160308
A43-20160308-147	Geometridae	Fascellina	Fascellina chromataria	24.31492	121.72523	549	20160308
V24-20160312-033	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160312
V20-20160331-051	Geometridae	Fascellina	Fascellina chromataria	24.617738	120.914902	37	20160331
V28-20160408-045	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160408
V28-20160408-046	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160408
V24-20160409-056	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160409
V24-20160409-071	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160409
A35-20160502-185	Geometridae	Fascellina	Fascellina chromataria	24.41809	121.78984	245	20160502
A37-20160504-110	Geometridae	Fascellina	Fascellina chromataria	24.53687	121.83858	278	20160504
V18-20160506-100	Geometridae	Fascellina	Fascellina chromataria	24.175736	120.791587	532	20160506
V18-20160506-101	Geometridae	Fascellina	Fascellina chromataria	24.175736	120.791587	532	20160506
V18-20160506-102	Geometridae	Fascellina	Fascellina chromataria	24.175736	120.791587	532	20160506
V18-20160506-103	Geometridae	Fascellina	Fascellina chromataria	24.175736	120.791587	532	20160506
V18-20160506-104	Geometridae	Fascellina	Fascellina chromataria	24.175736	120.791587	532	20160506
V28-20160509-028	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160509
V28-20160509-029	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160509
V28-20160509-030	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160509
V24-20160514-064	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160514
V24-20160514-065	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160514
V24-20160514-066	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160514
V24-20160514-067	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160514
V25-20160514-038	Geometridae	Fascellina	Fascellina chromataria	23.7153771	120.6158974	176	20160514
V25-20160514-039	Geometridae	Fascellina	Fascellina chromataria	23.7153771	120.6158974	176	20160514
A48-20160601-041	Geometridae	Fascellina	Fascellina chromataria	23.286559	120.897641	1900	20160601
A46-20160602-036	Geometridae	Fascellina	Fascellina chromataria	23.266046	120.825008	1004	20160602
V20-20160603-070	Geometridae	Fascellina	Fascellina chromataria	24.617738	120.914902	37	20160603
V28-20160604-049	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160604
V28-20160604-050	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160604
V28-20160604-051	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160604
V22-20160608-059	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20160608
V22-20160608-060	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20160608
V22-20160608-061	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20160608
V22-20160608-062	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20160608
V22-20160608-063	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20160608
V24-20160618-046	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160618
V18-20160701-023	Geometridae	Fascellina	Fascellina chromataria	24.175736	120.791587	532	20160701
V28-20160712-026	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160712
V28-20160712-027	Geometridae	Fascellina	Fascellina chromataria	24.267956	120.781725	428	20160712
A35-20160712-010	Geometridae	Fascellina	Fascellina chromataria	24.41809	121.78984	245	20160712
A43-20160713-051	Geometridae	Fascellina	Fascellina chromataria	24.31492	121.72523	549	20160713
A37-20160714-003	Geometridae	Fascellina	Fascellina chromataria	24.53687	121.83858	278	20160714
V22-20160728-054	Geometridae	Fascellina	Fascellina chromataria	24.176558	120.55142	68	20160728
V24-20160730-052	Geometridae	Fascellina	Fascellina chromataria	22.887435	120.738201	1041	20160730
V11-20130508-056	Erebidae	Calyptra	Calyptra orthograpta	23.058381	120.733335	1427	20130508
V11-20130706-046	Erebidae	Calyptra	Calyptra orthograpta	23.058381	120.733335	1427	20130706
V11-20140308-114	Erebidae	Calyptra	Calyptra orthograpta	23.058381	120.733335	1427	20140308
V02-20140501-022	Erebidae	Calyptra	Calyptra orthograpta	24.051142	120.780668	312	20140501
V10-20140822-008	Erebidae	Calyptra	Calyptra orthograpta	23.665211	120.633595	296	20140822
A40-20140924-019	Erebidae	Calyptra	Calyptra orthograpta	24.3208	121.7209	280	20140924
A38-20140925-009	Erebidae	Calyptra	Calyptra orthograpta	23.955256	121.17201	1220	20140925
V18-20151007-021	Erebidae	Calyptra	Calyptra orthograpta	24.175736	120.791587	532	20151007
V19-20151113-032	Erebidae	Calyptra	Calyptra minuticornis bisacutum	25.157501	121.511441	517	20151113
A43-20160308-004	Erebidae	Calyptra	Calyptra orthograpta	24.31492	121.72523	549	20160308
A35-20160502-003	Erebidae	Calyptra	Calyptra orthograpta	24.41809	121.78984	245	20160502
A34-20130506-037	Geometridae	Comostola	Comostola subtiliaria demeritaria	24.81502	121.41285	670	20130506
V02-20130603-166	Geometridae	Comostola	Comostola enodata	24.051142	120.780668	312	20130603
A38-20131203-034	Geometridae	Comostola	Comostola ocellulata	23.955256	121.17201	1220	20131203
V12-20131223-085	Geometridae	Comostola	Comostola enodata	23.618729	120.928362	2300	20131223
A38-20140728-049	Geometridae	Comostola	Comostola enodata	23.955256	121.17201	1220	20140728
V27-20160319-016	Geometridae	Comostola	Comostola ocellulata	23.482643	120.885878	2470	20160319
V06-20130805-038	Erebidae	Parallelia	Parallelia stuposa	24.576929	120.884343	100	20130805
V09-20140329-002	Erebidae	Parallelia	Parallelia stuposa	24.145417	120.557194	83	20140329
V09-20140524-040	Erebidae	Parallelia	Parallelia stuposa	24.145417	120.557194	83	20140524
V15-20140531-004	Erebidae	Parallelia	Parallelia stuposa	23.690748	120.62233	161	20140531
V05-20140718-020	Erebidae	Parallelia	Parallelia stuposa	25.154885	121.504001	310	20140718
V09-20140719-004	Erebidae	Parallelia	Parallelia stuposa	24.145417	120.557194	83	20140719
V21-20150214-003	Erebidae	Parallelia	Parallelia stuposa	24.178792	120.549339	42	20150214
V01-20150618-003	Erebidae	Parallelia	Parallelia stuposa	24.176292	120.562168	168	20150618
V21-20150620-004	Erebidae	Parallelia	Parallelia stuposa	24.178792	120.549339	42	20150620
V21-20150620-005	Erebidae	Parallelia	Parallelia stuposa	24.178792	120.549339	42	20150620
V22-20150626-004	Erebidae	Parallelia	Parallelia stuposa	24.176558	120.55142	68	20150626
V22-20150626-005	Erebidae	Parallelia	Parallelia stuposa	24.176558	120.55142	68	20150626
V22-20150718-009	Erebidae	Parallelia	Parallelia stuposa	24.176558	120.55142	68	20150718
V21-20150718-003	Erebidae	Parallelia	Parallelia stuposa	24.178792	120.549339	42	20150718
V18-20150804-010	Erebidae	Parallelia	Parallelia stuposa	24.175736	120.791587	532	20150804
A35-20150811-062	Erebidae	Parallelia	Parallelia stuposa	24.41809	121.78984	245	20150811
V19-20150820-021	Erebidae	Parallelia	Parallelia stuposa	25.157501	121.511441	517	20150820
V22-20150916-008	Erebidae	Parallelia	Parallelia stuposa	24.176558	120.55142	68	20150916
A35-20151014-022	Erebidae	Parallelia	Parallelia stuposa	24.41809	121.78984	245	20151014
V20-20151016-011	Erebidae	Parallelia	Parallelia stuposa	24.617738	120.914902	37	20151016
A43-20160503-010	Erebidae	Parallelia	Parallelia stuposa	24.31492	121.72523	549	20160503
V25-20160604-015	Erebidae	Parallelia	Parallelia stuposa	23.7153771	120.6158974	176	20160604
V01-20160606-017	Erebidae	Parallelia	Parallelia stuposa	24.176292	120.562168	168	20160606
A43-20160713-195	Erebidae	Parallelia	Parallelia stuposa	24.31492	121.72523	549	20160713
V20-20160805-013	Erebidae	Parallelia	Parallelia stuposa	24.617738	120.914902	37	20160805
V20-20160805-014	Erebidae	Parallelia	Parallelia stuposa	24.617738	120.914902	37	20160805
A35-20140728-199	Crambidae	Parapoynx	Parapoynx crisonalis	24.41809	121.78984	245	20140728
V04-20130509-018	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	24.257227	121.008787	2287	20130509
V04-20130509-023	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	24.257227	121.008787	2287	20130509
V12-20130528-047	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	23.618729	120.928362	2300	20130528
V04-20130606-052	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	24.257227	121.008787	2287	20130606
V04-20130606-053	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	24.257227	121.008787	2287	20130606
V04-20130606-054	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	24.257227	121.008787	2287	20130606
V04-20130606-055	Geometridae	Paradarisa	Paradarisa chloauges chloauges	24.257227	121.008787	2287	20130606
V12-20130910-020	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	23.618729	120.928362	2300	20130910
A34-20131105-025	Geometridae	Paradarisa	Paradarisa chloauges chloauges	24.81502	121.41285	670	20131105
V12-20131128-011	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	23.618729	120.928362	2300	20131128
V03-20140203-004	Geometridae	Paradarisa	Paradarisa chloauges chloauges	23.619961	120.802242	1721	20140203
V12-20140217-010	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	23.618729	120.928362	2300	20140217
V03-20140303-100	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	23.619961	120.802242	1721	20140303
M13-20140429-006	Geometridae	Paradarisa	Paradarisa chloauges chloauges	24.753067	121.612447	644	20140429
V13-20140516-028	Geometridae	Paradarisa	Paradarisa chloauges chloauges	24.777422	121.502043	418	20140516
V04-20140530-281	Geometridae	Uliura	Uliura infausta	24.257227	121.008787	2287	20140530
A45-20141118-005	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	24.28848	121.71066	1018	20141118
A52-20151110-072	Geometridae	Paradarisa	Paradarisa chloauges chloauges	23.277222	120.917283	2234	20151110
V04-20151230-021	Geometridae	Paradarisa	Paradarisa chloauges chloauges	24.257227	121.008787	2287	20151230
V27-20160105-003	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	23.482643	120.885878	2470	20160105
V27-20160105-004	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	23.482643	120.885878	2470	20160105
A52-20160222-050	Geometridae	Paradarisa	Paradarisa chloauges chloauges	23.277222	120.917283	2234	20160222
A52-20160601-121	Geometridae	Paradarisa	Paradarisa comparataria rantaizanensis	23.277222	120.917283	2234	20160601
V04-20130411-040	Geometridae	Diplurodes	Diplurodes vestita fuscovestita	24.257227	121.008787	2287	20130411
V06-20140227-005	Geometridae	Diplurodes	Diplurodes vestita fuscovestita	24.576929	120.884343	100	20140227
A41-20140325-162	Notodontidae	Hexafrenum	Hexafrenum leucodera yamamotoi	23.956808	121.124291	1112	20140325
V05-20130412-007	Lasiocampidae	Bharetta	Bharetta owadai	25.154885	121.504001	310	20130412
A37-20130806-065	Lasiocampidae	Bharetta	Bharetta owadai	24.53687	121.83858	278	20130806
A34-20130902-290	Lasiocampidae	Bharetta	Bharetta owadai	24.81502	121.41285	670	20130902
A35-20140302-056	Lasiocampidae	Bharetta	Bharetta owadai	24.41809	121.78984	245	20140302
A37-20140303-037	Lasiocampidae	Bharetta	Bharetta owadai	24.53687	121.83858	278	20140303
V05-20140321-013	Lasiocampidae	Bharetta	Bharetta owadai	25.154885	121.504001	310	20140321
V04-20150223-044	Lasiocampidae	Bharetta	Bharetta owadai	24.257227	121.008787	2287	20150223
V12-20130528-016	Geometridae	Hypomecis	Hypomecis obliquisigna	23.618729	120.928362	2300	20130528
V12-20130528-017	Geometridae	Hypomecis	Hypomecis obliquisigna	23.618729	120.928362	2300	20130528
A38-20140925-077	Geometridae	Hypomecis	Hypomecis obliquisigna	23.955256	121.17201	1220	20140925
V03-20141027-008	Geometridae	Hypomecis	Hypomecis obliquisigna	23.619961	120.802242	1721	20141027
V17-20150131-004	Geometridae	Hypomecis	Hypomecis obliquisigna	22.967711	120.68557	750	20150131
V18-20150211-002	Geometridae	Hypomecis	Hypomecis obliquisigna	24.175736	120.791587	532	20150211
A46-20150513-076	Geometridae	Hypomecis	Hypomecis obliquisigna	23.266046	120.825008	1004	20150513
A38-20150518-096	Geometridae	Hypomecis	Hypomecis obliquisigna	23.955256	121.17201	1220	20150518
V24-20160409-035	Geometridae	Hypomecis	Hypomecis obliquisigna	22.887435	120.738201	1041	20160409
A38-20140925-063	Noctuidae	Chorsia	Chorsia noloides	23.955256	121.17201	1220	20140925
B29-20131018-007	Erebidae	Bertula	Bertula venata	23.96584	121.493076	168	20131018
V13-20131102-049	Erebidae	Bertula	Bertula venata	24.777422	121.502043	418	20131102
V06-20131101-114	Erebidae	Oruza	Oruza divisa	24.576929	120.884343	100	20131101
V06-20140502-021	Erebidae	Oruza	Oruza divisa	24.576929	120.884343	100	20140502
V02-20140721-045	Erebidae	Oruza	Oruza divisa	24.051142	120.780668	312	20140721
V18-20150414-011	Erebidae	Oruza	Oruza divisa	24.175736	120.791587	532	20150414
V09-20130413-049	Crambidae	Talanga	Talanga nympha	24.145417	120.557194	83	20130413
A34-20130902-218	Crambidae	Talanga	Talanga nympha	24.81502	121.41285	670	20130902
V18-20150211-039	Crambidae	Talanga	Talanga nympha	24.175736	120.791587	532	20150211
A34-20151006-128	Crambidae	Talanga	Talanga nympha	24.81502	121.41285	670	20151006
V19-20151113-091	Crambidae	Talanga	Talanga nympha	25.157501	121.511441	517	20151113
V19-20151113-092	Crambidae	Talanga	Talanga nympha	25.157501	121.511441	517	20151113
V20-20151212-075	Crambidae	Talanga	Talanga nympha	24.617738	120.914902	37	20151212
V28-20160131-033	Crambidae	Talanga	Talanga nympha	24.267956	120.781725	428	20160131
A37-20130806-071	Notodontidae	Fentonia	Fentonia baibarana	24.53687	121.83858	278	20130806
V04-20140530-269	Notodontidae	Fentonia	Fentonia baibarana	24.257227	121.008787	2287	20140530
V13-20140725-090	Notodontidae	Fentonia	Fentonia baibarana	24.777422	121.502043	418	20140725
A35-20140728-103	Notodontidae	Fentonia	Fentonia baibarana	24.41809	121.78984	245	20140728
A38-20140728-144	Notodontidae	Fentonia	Fentonia baibarana	23.955256	121.17201	1220	20140728
A35-20140923-164	Notodontidae	Fentonia	Fentonia baibarana	24.41809	121.78984	245	20140923
A40-20140924-153	Notodontidae	Fentonia	Fentonia baibarana	24.3208	121.7209	280	20140924
V17-20150307-067	Notodontidae	Fentonia	Fentonia baibarana	22.967711	120.68557	750	20150307
A46-20150319-051	Notodontidae	Fentonia	Fentonia baibarana	23.266046	120.825008	1004	20150319
